lemma,before,hit,after,list
vélo,principales et en réseau de base . Le trafic cycliste est développé dans le but de rendre la pratique du,vélo,plus agréable et plus sûre dans tout le canton pour les cyclistes de tout âge . L’ accent est mis,lemmesTemps
vélo,accent est mis sur la mise en œuvre d’ itinéraires cyclables prioritaires rapides et pratiques pour les déplacements quotidiens à,vélo,. La promotion des trajets à vélo induit un besoin d’ emplacements de stationnement ad hoc . Le canton soutient,lemmesTemps
vélo,œuvre d’ itinéraires cyclables prioritaires rapides et pratiques pour les déplacements quotidiens à vélo . La promotion des trajets à,vélo,induit un besoin d’ emplacements de stationnement ad hoc . Le canton soutient la création d’ installations de type bike-and-ride,lemmesTemps
vélo,de manière aussi peu polluante que possible . Elle doit également respecter les exigences logistiques liées aux petits véhicules (,vélos,utilitaires notamment ) . Interdépendances / objectifs en concurrence Les installations de chargement et les gares de marchandises ont une,lemmesTemps
vitesse,aux installations ( ligne de visée ) ; D la distance par rapport aux infrastructures publiques ; C D la,vitesse,moyenne de vent ; D la distance à un poste de raccordement électrique ; 1 D la qualité des accès,lemmesTemps
vitesse,"constructives ( voies bus , feux avec présélections aux carrefours , etc . ) peuvent être nécessaire pour assurer la",vitesse,commerciale des bus et donc leur attractivité . Nœuds de correspondance Les arrêts où s’ organisent les correspondances entre les,lemmesTemps
vitesse,"sur certains tronçons ; D permettre une utilisation de la route libre de restriction , dans les limites de la",vitesse,autorisée ( en principe de 80 km / h hors localité ) ; D avoir des accès et débouchés latéraux,lemmesTemps
vitesse,souvent envisagées . Le croisement de deux poids lourds en extérieur de localité peut parfois n’ être possible qu’ à,vitesse,réduite . Le croisement d’ un poids lourd et d’ un véhicule léger devrait rester libre à la vitesse de,lemmesTemps
vitesse,à vitesse réduite . Le croisement d’ un poids lourd et d’ un véhicule léger devrait rester libre à la,vitesse,de base . Cette dernière peut être inférieure à la vitesse maximale autorisée ( 80 km / h hors localité,lemmesTemps
vitesse,d’ un véhicule léger devrait rester libre à la vitesse de base . Cette dernière peut être inférieure à la,vitesse,maximale autorisée ( 80 km / h hors localité ) . 10 / 19 . 08 . 2020 Section C,lemmesTemps
vitesse,"communal . Pour préserver les quartiers d’ habitation des nuisances dues au trafic , des mesures de diminution de la",vitesse,( de type création de zones 30 ou de zones de rencontre ) sont fortement recommandées . Dans les agglomérations,lemmesTemps
vitesse,"est en principe composée d’ une zone centrale , de secteurs périphériques et de secteurs hors localité , avec des",vitesses,"différentes . L’ aménagement de traversées de localité doit tenir compte de cette structure et la valoriser , afin de",lemmesTemps
vitesse,"tenir compte de cette structure et la valoriser , afin de conduire à un respect naturel de la limitation des",vitesses,par les automobilistes . 12 / 19 . 08 . 2020 Section C / T202 . Transport individuel motorisé Critères,lemmesTemps
vitesse,"la plus marquée , l’ organisation multimodale de l’ espace routier , l’ adaptation des infrastructures et la maîtrise des",vitesses,de circulation sont préconisés afin de garantir la sécurité de l’ ensemble des usagers et de limiter les nuisances du,lemmesTemps
vitesse,de l’ espace public et de maîtriser les nuisances environnementales du trafic notamment au travers de mesures de modération des,vitesses,". Ponctuellement , de nouvelles infrastructures sont envisagées en lien avec des programmes urbanistiques ( logement , emploi , tourisme",lemmesTemps
vitesse,"par l’ aménagement d’ infrastructures dédiées , la maîtrise de l’ augmentation des déplacements individuels motorisés , la maîtrise des",vitesses,"de circulation , la tranquillisation des traversées de localités et la sécurité des différents usagers . La réalisation de nouvelles",lemmesTemps
vitesse,et environnementale accrue et d' espaces publics conviviaux ; ▪ la requalification des grands axes routiers en voies urbaines avec,vitesse,"adaptée ; ▪ l’ adaptation du réseau routier au profit des transports publics , des piétons et des vélos .",lemmesTemps
vitesse,". LIGNE D' ACTION B2 Si les liaisons autoroutières sont quasiment toutes réalisées , le réseau ferroviaire européen à grande",vitesse,"se développera encore jusqu’ à constituer , à l' horizon 2020 , un réseau continu entre les grandes villes européennes",lemmesTemps
vitesse,"ferroviaires , routiers et aériens . Il assure des connexions optimales aux aéroports et aux nœuds ferroviaires européens à grande",vitesse,. Il mène une réflexion multimodale sur le transport des marchandises pour optimiser l' usage de toutes les infrastructures existantes,lemmesTemps
vitesse,des aéroports étrangers ( Lyon et Milan notamment ) pourra être renforcée . Concernant le réseau ferroviaire européen à grande,vitesse,", le canton de Vaud a trois raccordements qui mettent Lausanne à 3h40 de Paris , 3h10 de Milan et",lemmesTemps
vitesse,"de ces raccordements sera croissante pour le canton , car à l' horizon 2020 , le réseau européen à grande",vitesse,"( lignes et infrastructures réaménagées ) composera un réseau continu sur toute l' Europe , rapprochant Lausanne de toutes les",lemmesTemps
vitesse,et 3 ; Loi fédérale sur le raccordement de la Suisse orientale et occidentale au réseau ferroviaire européen à grande,vitesse,"( LLGV ) ; Ordonnance fédérale sur les indemnités , les prêts et les aides financières selon la Loi sur",lemmesTemps
vitesse,des principes suivants : – améliorer la multifonctionnalité et la sécurité des espaces publics ( par exemple modération de la,vitesse,", aménagement des rues en territoire urbanisé ) ; – assurer la coordination des espaces publics avec les réseaux de",lemmesTemps
vitesse,"occasionner des dommages importants . Chaque espèce ou groupe d’ espèces , suivant sa taille , son mode et sa",vitesse,de déplacement possède son propre réseau écologique avec des caractéristiques particulières . Certaines espèces ont besoin d’ un continuum de,lemmesTemps
vitesse,"offre le long des axes structurants , en améliorant l’ accessibilité aux arrêts et en augmentant les fréquences et les",vitesses,"commerciales . Au niveau des transports individuels motorisés , la stratégie s’ appuie sur des principes d’ accessibilité par poches",lemmesTemps
vitesse,des peuplements pour celui de soins individuels à des arbres d' élite seulement . Autrement dit une production à deux,vitesses,", avec une concentration des investissements sur les meilleurs sujets et des interventions réduites dans le reste du peuplement qui",lemmesTemps
vitesse,de l' énergie Système d' information géographique Service cantonal de la mobilité Station d' épuration Statistique Vaud Train à grande,vitesse,World Wildlife Fund 435 PDCN - ADAPTATION 4 QUATER – 11 . 11 . 2022 ANNEXES SOURCES BIBLIOGRAPHIQUES Travailler autrement,lemmesTemps
vitesse,"offre multimodale , avec des transports collectifs plus attractifs , priorisés dans les secteurs centraux , notamment en termes de",vitesse,"commerciale , des réseaux de mobilité douce développés et sûrs et des déplacements en transports motorisés individuels fluidifiés , grâce",lemmesTemps
vitesse,"garantit une offre de qualité , tant sur le plan du confort qu’ au niveau des fréquences et de la",vitesse,commerciale . Il veille à la qualité des espaces publics accompagnant les projets d’ infrastructures . Outre le renforcement du,lemmesTemps
vitesse,Berne - Neuchâtel - Paris et s' assure que le canton soit bien connecté au futur réseau européen à grande,vitesse,"( TGV RhinRhône ) . En matière de liaisons aériennes , l’ aérodrome des Éplatures – l' un des sept",lemmesTemps
vitesse,lignes de transport d' électricité Plan sectoriel de l' infrastructure aéronautique Réseau urbain neuchâtelois Surfaces d' assolement Train à grande,vitesse,Transports individuels motorisés Transports publics Zukünftige Entwicklung der Bahninfrastruktur ( futur développement de l' infrastructure ferroviaire ) Programme de développement,lemmesTemps
vitesse,un raccordement optimal du canton au réseau ferroviaire des grandes villes suisses et au réseau européen des trains à grande,vitesse,". Moyenne Objectifs spécifiques • • • • Raccordement optimal ( cadence , horaires ) du canton au réseau ferroviaire",lemmesTemps
vitesse,du canton au réseau ferroviaire des grandes villes suisses ; Accrochage du canton au futur réseau ferroviaire européen à grande,vitesse,via la nouvelle ligne LGV RhinRhône ; Meilleure intégration du canton au réseau de villes de la Métropole Rhin-Rhône ;,lemmesTemps
vitesse,"économie mondiale , la qualité des liaisons extérieures est essentielle . Le raccordement au réseau des lignes européennes à grande",vitesse,et l’ augmentation de la capacité du réseau ferroviaire suisse revêtent à cet égard une importance particulière ( cf .,lemmesTemps
vitesse,emplacements vélos couverts et sécurisés en suffisance proches des lieux de vie . Bien que la voiture puisse atteindre des,vitesses,"plus élevées que le vélo , la différence n’ est cependant pas très importante dans les centres urbains , vu",lemmesTemps
vitesse,"de l’ espace génère l’ attention réciproque entre les différents usagers ( égard à l’ autre ) , diminue la",vitesse,et le nombre d’ accidents et développe le sens du civisme de plus en plus rare lorsque l’ on se,lemmesTemps
vitesse,"en train de se dé-densifier et l' étalement urbain se poursuit , notamment dans le Val-de-Ruz . La perte de",vitesse,des Montagnes neuchâteloises et du Val-de Travers sur le plan démographique renforce les clivages entre les différentes parties du canton,lemmesTemps
vitesse,( LCR ; OSR ) en cours de révision ; • Mesures de modération du trafic visant à abaisser les,vitesses,", diminuer les pollutions sonores et atmosphérique , supprimer des effets de coupure ( cf . Fiche A_26 ) ;",lemmesTemps
vitesse,sur la faune sauvage LFSP Loi fédérale sur la pêche LGéo Loi fédérale sur la géoinformation LGV Ligne à Grande,Vitesse,LIGNUM Organisation faîtière de l' économie suisse de la forêt et du bois LIE Loi sur les installations électriques LITC,lemmesTemps
vitesse,de développement stratégique de l' infrastructure ferroviaire STEP Station d' épuration des eaux TF Tribunal fédéral TGV Train à grande,vitesse,TIM Transports individuels motorisés TN Transports en commun du Littoral neuchâtelois TP Transports publics UE Union Européenne UIOM Usine d',lemmesTemps
vitesse,"comme un double processus de métropolisation et de périurbanisation , dans lequel le canton de Neuchâtel apparaît en perte de",vitesse,"par rapport à ses voisins , également sur le plan démographique . Le rapport propose plusieurs pistes de mesures propres",lemmesTemps
vitesse,Le canton de Vaud propose de montrer l' importance des quatre accès romands concernant le raccordement aux lignes à grande,vitesse,", conformément à la stratégie CTSO ( cf . fiche A21 du PDc VD ) . Le canton de Berne",lemmesTemps
vitesse,fiche fait référence à la stratégie des cantons de la CTSO concernant le raccordement de la Suisse au réseau grande,vitesse,. ¾ L' affirmation concernant le TGV n' est pas vérifiée . Le SCTR ne comprends pas en quoi les,lemmesTemps
vitesse,qui les exploite . Les cantons de Arcjurassien . ch ont clairement défendu quatre portes d' entrée au réseau grande,vitesse,"européen entre la Suisse et la France , dont la liaison entre Frasne , Pontarlier et Neuchâtel . ¾ Le",lemmesTemps
vitesse,"la France , dont la liaison entre Frasne , Pontarlier et Neuchâtel . ¾ Le raccordement suisse au réseau grandes",vitesse,européen ne fait pas partie des lignes nationales ( concession CFF grandes lignes ) . L' axe Berne – Neuchâtel,lemmesTemps
vitesse,à faire valider les mesures nécessaires au développement de ses infrastructures . Raccorder le canton au réseau européen à grande,vitesse,Le raccordement de la Suisse et du canton de Berne au réseau ferroviaire continental à grande vitesse est une priorité,lemmesTemps
vitesse,européen à grande vitesse Le raccordement de la Suisse et du canton de Berne au réseau ferroviaire continental à grande,vitesse,"est une priorité majeure . D’ entente avec les cantons voisins et les régions de planification de la CTP ,",lemmesTemps
vitesse,Le canton veille à être raccordé au mieux au réseau ferroviaire international . En matière de trafic international à grande,vitesse,", il s’ intéresse tout particulièrement aux liaisons suivantes , existantes et nouvelles : Stratégies – Chapitre B 10 liaisons",lemmesTemps
vitesse,"la source gagnent en importance . Les revêtements silencieux , les mesures de fluidification du trafic , les limitations de",vitesse,et la promotion de véhicules peu bruyants dans les TP en sont autant d’ exemples . Coordonner les projets d’,lemmesTemps
voiture,"s’ étonne que le plan directeur cantonal ne tienne pas compte , dans le chapitre Mobilité , du développement des",voitures,électriques . Le plan directeur traite des principes et mesures qui ont des conséquences sur les instruments de planification à,lemmesTemps
voiture,principes et mesures qui ont des conséquences sur les instruments de planification à l’ échelle régionale ou locale . Les,voitures,électriques sont des moyens de transport qui prennent une place comparable aux voitures à combustible plus traditionnel et elles ne,lemmesTemps
voiture,l’ échelle régionale ou locale . Les voitures électriques sont des moyens de transport qui prennent une place comparable aux,voitures,à combustible plus traditionnel et elles ne nécessitent pas un traitement particulier dans les instruments d’ aménagement du territoire .,lemmesTemps
voiture,l’ utilisation des transports publics pour les trajets pendulaires ou le covoiturage Le Canton prône l’ installation de parcsrelais (,voitures,et vélos ) dans toutes les gares du Canton pour rabattre les usagers sur les transports publics les plus proches,lemmesTemps
voiture,"et de gestion du stationnement , afin d’ agir sur l’ origine des déplacements , sachant que tout trajet en",voiture,commence et finit sur une place de stationnement . Le projet d’ agglomération définit également les aménagements nécessaires du réseau,lemmesTemps
voiture,; D d’ encourager la population à préférer la mobilité douce ( à pied et à vélo ) à la,voiture,pour les courtes distances ; D d’ encourager le covoiturage ; D d’ encourager l’ auto-partage en complément du réseau,lemmesTemps
voiture,"Reporter la planification cantonale des parcs-relais aux gares , en précisant éventuellement les capacités en places à prévoir pour les",voitures,et les vélos . D Identifier les éventuels besoins en matière de covoiturage et reporter le cas échéant les places,lemmesTemps
voiture,"parkings d’ échange ( existants , à améliorer , à créer ) , avec le nombre de places envisagées (",voitures,"et vélos ) . D Fixer les règles de gestion des parkings d’ échange ( règlementation , tarification ) et",lemmesTemps
voiture,L’ auto-partage ( ou car-sharing ) permet à des personnes ne possédant pas leur propre véhicule d’ atteindre occasionnellement en,voiture,des destinations moins bien desservies en transports publics . Les réseaux de VLS complètent avantageusement l’ offre en transports publics,lemmesTemps
voiture,ou tard le soir ) . D parking d’ échange en périphérie d’ agglomération : installations permettant de garer sa,voiture,sur un arrêt de transports publics ( bus généralement ) . Les installations se composent donc au minimum d’ un,lemmesTemps
voiture,"cyclables doivent également être sécurisées . En effet , il faut encourager la population à préférer le vélo à la",voiture,pour les courtes distances . Le potentiel du vélo dans la chaîne des déplacements est élevé sur une courte à,lemmesTemps
voiture,"à maintenir , à améliorer ou à créer et à définir l’ offre minimale en places de stationnement pour les",voitures,et supports pour les vélos . Cette étude a aussi permis de mettre en évidence la nécessité de créer des,lemmesTemps
voiture,de mobilité d’ entreprise permet de renforcer la mobilité combinée et l’ utilisation d’ autres moyens de transports que la,voiture,( report modal ) . Ces plans peuvent également être transposés aux écoles ( plans de mobilité scolaire ) pour,lemmesTemps
voiture,"de disposer d’ indicateurs mis à jour au moins chaque année , notamment : nombre de places marquées pour les",voitures,", nombre de places couvertes et sécurisées pour les vélos , taux d’ occupation , nombre de voyageurs quittant la",lemmesTemps
voiture,"covoiturage sur l’ ensemble du canton . Par ailleurs , le SMo suit l’ évolution des modes de gestion des",voitures,et des bus ( électriques notamment ) et examine l’ opportunité de leur prise en compte dans les futures planifications,lemmesTemps
voiture,"Augmenter sensiblement le nombre de déplacements à vélo , en premier lieu par le report de déplacements actuellement effectués en",voiture,"individuelle vers le vélo , seul ou en combinaison avec d’ autres modes de transport . C D Considérer le",lemmesTemps
voiture,régions périphériques et leur rabattement sur le réseau de transports publics principal est organisé ; ▪ les kilomètres parcourus en,voiture,sont stabilisés ; ▪ l’ utilisation du réseau routier existant est optimisée en veillant à son entretien et en renforçant,lemmesTemps
voiture,pour fonctionner avec un taux de couverture acceptable et une fréquence suffisante pour rendre les transports publics concurrentiels à la,voiture,". Mais si une bonne desserte en transports publics est nécessaire à un développement coordonné , cette condition n' est",lemmesTemps
voiture,"C’ est ainsi qu’ en 2000 dans le canton de Vaud , les trois quarts des distances sont parcourus en",voiture,". Au niveau suisse , 34 % des trajets en voiture ne dépassent pas 3 km ( OFS - ARE",lemmesTemps
voiture,", les trois quarts des distances sont parcourus en voiture . Au niveau suisse , 34 % des trajets en",voiture,"ne dépassent pas 3 km ( OFS - ARE , 2001 ) . Dans le canton , 61 % des",lemmesTemps
voiture,"multimodale , plutôt que de substituer un mode de déplacement à un autre , offre une alternative efficace à la",voiture,( en tant que mode de déplacement dominant ) en recherchant la cohabitation et la complémentarité des divers moyens de,lemmesTemps
voiture,"du réseau ferroviaire , par une meilleure coordination des différents modes de déplacement ( train , métro , bus ,",voiture,"particulière , deux-roues et piétons ) dans les centres et les régions ainsi que par la mise en place d'",lemmesTemps
voiture,", la demande en mobilité est en augmentation croissante . Elle se réalise majoritairement par des déplacements routiers effectués en",voiture,". Entre 1985 et 2005 , les axes routiers les plus chargés ont vu leur trafic augmenter de 90 %",lemmesTemps
voiture,"% ( SCRIS , 2002 ) . Par ailleurs , au niveau national , 34 % des déplacements effectués en",voiture,"n' excèdent pas une distance de trois kilomètres ( OFS – ARE , 2001 ) . On estime que des",lemmesTemps
voiture,la fois attrayantes et sûres pour inciter les usagers à se déplacer à pied ou à vélo plutôt qu’ en,voiture,. Cette remarque vaut pour les trajets accomplis par les écoliers et les autres pendulaires ainsi que pour les déplacements,lemmesTemps
voiture,", le plus souvent entre différents types de transports publics , mais aussi entre transports publics et transports individuels (",voiture,", scooter , vélo ) . Les parkings d' échange , les gares routières et les stations vélos ( B",lemmesTemps
voiture,tout transports publics » ou au combiné « vélo-transports publics » ; ▪ l' automobiliste quittant son domicile laisse sa,voiture,"le plus près de chez lui , de façon à maximiser la part du trajet effectuée en transports publics ;",lemmesTemps
voiture,"mobilité , notamment auprès des entreprises et des administrations publiques . Indicateur ▪ ▪ Taux de motorisation : nombre de",voitures,"de tourisme , au 30 septembre et pour 1000 habitants ( population résidente en fin d' année ) ; disponibilité",lemmesTemps
voiture,"( rentabilité ) ainsi que les questions relatives à la circulation et la cohabitation des usagers ( transports publics ,",voitures,", cyclistes , piétons ) . Ainsi , l' aspect fonctionnel des espaces publics doit être particulièrement pris en considération",lemmesTemps
voiture,"espaces publics ; ▪ vérifie tout particulièrement la fonctionnalité des aménagements en regard des usagers concernés ( transports publics ,",voitures,", cycles , piétons ) . Le service en charge de l' aménagement du territoire : ▪ coordonne , dans",lemmesTemps
voiture,", continuité , capacité , exploitation , etc . ) et de tous les usagers concernés ( transports publics ,",voitures,", cycles , piétons ) . Autres Le partenariat avec les acteurs concernés par l' aménagement des espaces publics (",lemmesTemps
voiture,"périphérie est accompagnée d' un regroupement des installations , une croissance des surfaces utilisées et une augmentation des trajets en",voiture,". A l’ échelle cantonale , la répartition actuelle des commerces suit la répartition des concentrations de population . Ainsi",lemmesTemps
voiture,"il subsiste des demandes d’ implantation dans les zones périurbaines , au sein de regroupements de commerces accessibles essentiellement en",voiture,. L’ objectif pour l’ enseigne est alors de capter une large clientèle régionale et non plus locale . C’,lemmesTemps
voiture,"secteur clé de l’ agriculture périurbaine et à ce titre , il doit être préservé . L’ usage de la",voiture,est privilégié sur les coteaux et pour accéder aux zones d’ activités et commerciales développées en périphérie des centres .,lemmesTemps
voiture,"en Ville de Genève et dans les communes de la première couronne , une baisse de l’ utilisation de la",voiture,"individuelle et une augmentation de la part des ménages sans voiture . En revanche , aussi bien à l’ échelle",lemmesTemps
voiture,"couronne , une baisse de l’ utilisation de la voiture individuelle et une augmentation de la part des ménages sans",voiture,". En revanche , aussi bien à l’ échelle du canton qu’ à celle de l’ agglomération , le nombre",lemmesTemps
voiture,"échelle du canton qu’ à celle de l’ agglomération , le nombre de kilomètres parcourus en transport individuel motorisé (",voiture,et deux-roues motorisés ) continue à augmenter . La politique mise en place par les pouvoirs publics vise à maîtriser,lemmesTemps
voiture,"les enjeux de réglementer le stationnement . Sans réglementation , toutes les études le démontrent , l’ usage de la",voiture,"ne diminue pas , même si la desserte en TP est optimale . Chaque place de stationnement en surface immobilise",lemmesTemps
voiture,", de trottoirs , d’ aire de jeu , d’ espace de commerce … La majorité des actifs utilisent leur",voiture,pour se rendre sur leur lieu de travail parce qu’ ils ont un emplacement fourni par l’ employeur pour se,lemmesTemps
voiture,"parkings , avec montage administratif et juridique indépendant , peut être une solution pour gérer le stationnement tous modes (",voitures,"et deux-roues ) , les P + R , les parkings privés et publics ( par exemple la Fondation des",lemmesTemps
voiture,+ R ( Park & Ride ) Station de TP équipée d' un parking qui permet le passage de la,voiture,"individuelle au transport public , notamment pour les pendulaires . Les P + R sont souvent mis en place dans",lemmesTemps
voiture,les véhicules privés . K + R ( Kiss & Ride ) Zone de stationnement de très courte durée pour,voitures,"privées à proximité immédiate de l' entrée d' une gare ou d' un aéroport , permettant de charger ou de",lemmesTemps
voiture,"liberté de mouvement pour les autres usagers de la voirie . Actuellement , encore la majorité des trajets réalisés en",voiture,"s’ effectuent pour des distances de moins de 3 km , pour toutes sortes de motifs . Les études de",lemmesTemps
voiture,"la ville , notamment grâce à la disponibilité des nombreuses places de stationnement gratuites qui favorisent l’ utilisation de la",voiture,au détriment du report modal vers MD et TP ( cf . Fiches A_23 à A_27 ) . Dès lors,lemmesTemps
voiture,") , réaliser des emplacements vélos couverts et sécurisés en suffisance proches des lieux de vie . Bien que la",voiture,"puisse atteindre des vitesses plus élevées que le vélo , la différence n’ est cependant pas très importante dans les",lemmesTemps
voiture,et développe le sens du civisme de plus en plus rare lorsque l’ on se trouve au volant d’ une,voiture,". Plan directeur cantonal NE – Volet opérationnel 127 Version adoptée par le Conseil d' Etat , juin 2011 Plan",lemmesTemps
voiture,"la pollution urbaine , cherchant ainsi à déplacer leur résidence dans les zones périphériques , favorisé par démocratisation de la",voiture,". De plus , le déplacement résidentiel est fortement déterminé par les aspirations des habitants à un cadre de vie",lemmesTemps
voiture,"public est né dans la rue tout comme la démocratie , la réduction de la rue à la circulation des",voitures,( chaussée ) a détruit l’ espace public et son principe de lieu partagé par et pour les hommes .,lemmesTemps
voiture,"circulation , nouvelle philosophie de concevoir la chaussée et de circuler dans les agglomérations . L’ humain plutôt que la",voiture,"est à nouveau la référence , l’ étalon , le modulor , le standard de la valorisation du domaine public",lemmesTemps
voiture,qui sont également des lieux de vie et de commerce . Meilleure répartition de l’ espace dévolu entre piétons et,voitures,. La dénivellation entre la gare et la ville est un défi majeur de la MD : elle offre l’,lemmesTemps
voiture,"généralement moins mobiles que les nouveaux venus au village , qui sont tentés d' accéder aux services de base en",voiture,", dans les centres urbains ou à l’ occasion d’ un trajet pendulaire . Les services de santé Le mouvement",lemmesTemps
voiture,préciser les bases stratégiques et opérationnelles de la future politique cantonale de stationnement . Elle porte sur le stationnement des,voitures,particulières et des deux-roues . Contenu de l’ étude L’ étude se structure de la manière suivante : Etat des,lemmesTemps
voiture,mise en place d' itinéraires de MD sûrs et efficaces . Leur but est de remplacer les déplacements courts en,voiture,à l' intérieur des quartiers d' habitation par la mobilité douce . Les écologistes privilégient clairement les TP . Le,lemmesTemps
voiture,"de la construction de nouveaux bâtiments à usage résidentiel , professionnel ou autre conduisent à une utilisation accrue de la",voiture,"et , en fonction de la motorisation , à une augmentation des émissions de CO2 . La loi impose en",lemmesTemps
voiture,trafic grandes lignes ainsi que des transports régionaux et locaux . Les offres de mobilité telles que le partage de,voitures,"et de vélos , les dispositifs de mobilité personnelle ( Personal Mobility Devices ou PMD , en anglais ) ,",lemmesTemps
voiture,le stationnement en fonction de la demande L’ offre de places de stationnement influe sur le choix de posséder une,voiture,et sur la manière dont ce véhicule est utilisé . La facilité à trouver à se garer a un impact,lemmesTemps
agréable vivre,"G . Baudelle , DATAR , 2002 . A cette même échelle , ses atouts en font également un lieu",très agréable,"pour vivre et travailler ( en vert sur l' illustration ) : diversité des paysages , qualité des équipements et",lemmesTemps
agréable vivre,". Baudelle , DATAR , 2002 . A cette même échelle , ses atouts en font également un lieu très",agréable pour,"vivre et travailler ( en vert sur l' illustration ) : diversité des paysages , qualité des équipements et services",lemmesTemps
agréable vivre,"Baudelle , DATAR , 2002 . A cette même échelle , ses atouts en font également un lieu très agréable",pour vivre,"et travailler ( en vert sur l' illustration ) : diversité des paysages , qualité des équipements et services ,",lemmesTemps
agréable vivre,", DATAR , 2002 . A cette même échelle , ses atouts en font également un lieu très agréable pour",vivre et,"travailler ( en vert sur l' illustration ) : diversité des paysages , qualité des équipements et services , pôles",lemmesTemps
agréable vivre,"DATAR , 2002 . A cette même échelle , ses atouts en font également un lieu très agréable pour vivre",et travailler,"( en vert sur l' illustration ) : diversité des paysages , qualité des équipements et services , pôles de",lemmesTemps
faciliter usage,"annuelle de logements par le secteur privé et accroître l’ offre en terrains immédiatement disponibles pour le développement économique ,",par un,"usage facilité des outils d’ améliorations foncières , notamment au sein des pôles de développement . Mesure Le Canton encourage",lemmesTemps
faciliter usage,"de logements par le secteur privé et accroître l’ offre en terrains immédiatement disponibles pour le développement économique , par",un usage,"facilité des outils d’ améliorations foncières , notamment au sein des pôles de développement . Mesure Le Canton encourage les",lemmesTemps
faciliter usage,"logements par le secteur privé et accroître l’ offre en terrains immédiatement disponibles pour le développement économique , par un",usage facilité,"des outils d’ améliorations foncières , notamment au sein des pôles de développement . Mesure Le Canton encourage les autorités",lemmesTemps
faciliter usage,"par le secteur privé et accroître l’ offre en terrains immédiatement disponibles pour le développement économique , par un usage",facilité des,"outils d’ améliorations foncières , notamment au sein des pôles de développement . Mesure Le Canton encourage les autorités à",lemmesTemps
faciliter usage,"le secteur privé et accroître l’ offre en terrains immédiatement disponibles pour le développement économique , par un usage facilité",des outils,"d’ améliorations foncières , notamment au sein des pôles de développement . Mesure Le Canton encourage les autorités à utiliser",lemmesTemps
faciliter usage,"secteur privé et accroître l’ offre en terrains immédiatement disponibles pour le développement économique , par un usage facilité des",outils d’,"améliorations foncières , notamment au sein des pôles de développement . Mesure Le Canton encourage les autorités à utiliser plus",lemmesTemps
faciliter usage,"du canton ) ; • Aménagement des parkings de surface afin d’ assurer leur qualité urbanistique et paysagère , et",faciliter d’,"autres usages temporaires , voire leur reconversion sur le long terme Compétences du canton et des communes Le canton :",lemmesTemps
faciliter usage,"canton ) ; • Aménagement des parkings de surface afin d’ assurer leur qualité urbanistique et paysagère , et faciliter",d’ autres,"usages temporaires , voire leur reconversion sur le long terme Compétences du canton et des communes Le canton : •",lemmesTemps
faciliter usage,") ; • Aménagement des parkings de surface afin d’ assurer leur qualité urbanistique et paysagère , et faciliter d’",autres usages,"temporaires , voire leur reconversion sur le long terme Compétences du canton et des communes Le canton : • •",lemmesTemps
faciliter usage,"; • Aménagement des parkings de surface afin d’ assurer leur qualité urbanistique et paysagère , et faciliter d’ autres",usages temporaires,", voire leur reconversion sur le long terme Compétences du canton et des communes Le canton : • • définit",lemmesTemps
favoriser usage,QUATER - 11 . 11 . 2022 RENFORCER LA VITALITE DES CENTRES piétonniers et cyclistes et les équipements publics ;,– favoriser,"les usages multifonctionnels favorables au dynamisme économique et social ( par exemple chalandage , terrasses , marché , fêtes )",lemmesTemps
favoriser usage,- 11 . 11 . 2022 RENFORCER LA VITALITE DES CENTRES piétonniers et cyclistes et les équipements publics ; –,favoriser les,"usages multifonctionnels favorables au dynamisme économique et social ( par exemple chalandage , terrasses , marché , fêtes ) ;",lemmesTemps
favoriser usage,11 . 11 . 2022 RENFORCER LA VITALITE DES CENTRES piétonniers et cyclistes et les équipements publics ; – favoriser,les usages,"multifonctionnels favorables au dynamisme économique et social ( par exemple chalandage , terrasses , marché , fêtes ) ; –",lemmesTemps
favoriser usage,. 11 . 2022 RENFORCER LA VITALITE DES CENTRES piétonniers et cyclistes et les équipements publics ; – favoriser les,usages multifonctionnels,"favorables au dynamisme économique et social ( par exemple chalandage , terrasses , marché , fêtes ) ; – mettre",lemmesTemps
favoriser usage,11 . 2022 RENFORCER LA VITALITE DES CENTRES piétonniers et cyclistes et les équipements publics ; – favoriser les usages,multifonctionnels favorables,"au dynamisme économique et social ( par exemple chalandage , terrasses , marché , fêtes ) ; – mettre en",lemmesTemps
favoriser usage,"cadre du périmètre compact défini . Améliorer la qualité des espaces publics , notamment en traversées de localité . Mobilité",: favoriser,l' usage des transports publics et de la mobilité douce et limiter l' usage des transports individuels motorisés : en,lemmesTemps
favoriser usage,"du périmètre compact défini . Améliorer la qualité des espaces publics , notamment en traversées de localité . Mobilité :",favoriser l',usage des transports publics et de la mobilité douce et limiter l' usage des transports individuels motorisés : en renforçant,lemmesTemps
favoriser usage,"périmètre compact défini . Améliorer la qualité des espaces publics , notamment en traversées de localité . Mobilité : favoriser",l' usage,des transports publics et de la mobilité douce et limiter l' usage des transports individuels motorisés : en renforçant l’,lemmesTemps
favoriser usage,"compact défini . Améliorer la qualité des espaces publics , notamment en traversées de localité . Mobilité : favoriser l'",usage des,transports publics et de la mobilité douce et limiter l' usage des transports individuels motorisés : en renforçant l’ axe,lemmesTemps
